Incident ID,Date,Display Date,Town/City,Location Name,Location Type,Lat,Lon,Display Latitude,Display Longitude,Category,Incident Type,Incident Tags,Verification,Media Link,Source Merged,Display Sources,Display Visual Evidence
50518-00303,5/18/2025,18-May-25,Jabalia,North Gaza,Hospital,31.53398978,34.50665359,31.53399,34.50665,Medical,Tank shell,Attack on infrastructure,CONFIRMED,https://www.aljazeera.com/news/liveblog/2025/5/18/live-israel-kills-24-in-gazas-al-mawasi-resumes-truce-talks-with-hamas?update=3718334,"https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-democratic-republic-congo-sudan-haiti-0, https://x.com/QudsNen/status/1923872099321475412","{'url': 'https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-democratic-republic-congo-sudan-haiti-0', 'text': 'unocha.org'} | {'url': 'https://x.com/QudsNen/status/1923872099321475412', 'text': 'QudsNen'}",https://www.aljazeera.com/news/liveblog/2025/5/18/live-israel-kills-24-in-gazas-al-mawasi-resumes-truce-talks-with-hamas?update=3718334
50520-23510,5/19/2025,19-May-25,Khan Younis,Al-mawasi,Hospital,31.346467,34.292909,31.34647,34.29291,Medical,Airstrike | Attack on civilians,Airstrike on civilians,CONFIRMED,https://t.me/hamza20300/347908,,,https://t.me/hamza20300/347908
50521-64692,5/21/2025,21-May-25,Jabalia,Al-Awda Hospital (Tel al-Zaatar),,31.534067,34.506936,31.53407,34.50694,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://www.facebook.com/awdaps/videos/657299707466628/?locale=ar_AR,https://x.com/EyeonPalestine/status/1925458015198540014,"{'url': 'https://x.com/EyeonPalestine/status/1925458015198540014', 'text': 'EyeonPalestine'}",https://www.facebook.com/awdaps/videos/657299707466628/?locale=ar_AR
50521-98379,5/21/2025,21-May-25,Jabalia,North Gaza,Hospital,31.53398978,34.50665359,31.53399,34.50665,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://imemc.org/article/al-awda-hospitals-supply-of-medicine-totally-burned-due-to-israeli-bombing/,"https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-syria-myanmar-haiti, https://x.com/QudsNen/status/1925139043035049993","{'url': 'https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-syria-myanmar-haiti', 'text': 'unocha.org'} | {'url': 'https://x.com/QudsNen/status/1925139043035049993', 'text': 'QudsNen'}",https://imemc.org/article/al-awda-hospitals-supply-of-medicine-totally-burned-due-to-israeli-bombing/
50522-14518,5/22/2025,22-May-25,Jabalia,North Gaza,Hospital,31.53398978,34.50665359,31.53399,34.50665,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://www.aljazeera.com/news/liveblog/2025/5/18/live-israel-kills-24-in-gazas-al-mawasi-resumes-truce-talks-with-hamas?update=3718334,,,https://www.aljazeera.com/news/liveblog/2025/5/18/live-israel-kills-24-in-gazas-al-mawasi-resumes-truce-talks-with-hamas?update=3718334
50523-25625,5/23/2025,23-May-25,Khan Younis,Al-Fukhari,Hospital,31.3013319,34.313625,31.30133,34.31363,Medical,Military presence,Military presence,CONFIRMED,https://x.com/Stinky915846091/status/1926640869890793672,https://x.com/Stinky915846091/status/1926640864857670106,"{'url': 'https://x.com/Stinky915846091/status/1926640864857670106', 'text': 'Stinky915846091'}",https://x.com/Stinky915846091/status/1926640869890793672
50523-00307,5/23/2025,23-May-25,North Gaza City,In Jabalia Refugee Camp,,31.53398978,34.50665359,31.53399,34.50665,Medical,Drone,Attack on infrastructure,CONFIRMED,https://www.facebook.com/awdaps/videos/641009845608581,https://x.com/QudsNen/status/1925864303308980563,"{'url': 'https://x.com/QudsNen/status/1925864303308980563', 'text': 'QudsNen'}",https://www.facebook.com/awdaps/videos/641009845608581
50528-12110,5/28/2025,28-May-25,Khan Younis,In Al Mawasi area,Field Hospital,31.347809,34.2547327,31.34781,34.25473,Medical,Shooting,Shooting on civilians,CONFIRMED,https://www.aa.com.tr/en/middle-east/israeli-strike-hits-red-cross-field-hospital-in-khan-younis-causing-injuries-panic-health-ministry/3582608,"https://www.middleeasteye.net/live-blog/live-blog-update/israel-attacked-red-cross-field-hospital-gaza-health-ministry-says, https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-syria-democratic-republic-congo-sudan-ukraine","{'url': 'https://www.middleeasteye.net/live-blog/live-blog-update/israel-attacked-red-cross-field-hospital-gaza-health-ministry-says', 'text': 'middleeasteye.net'} | {'url': 'https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-syria-democratic-republic-congo-sudan-ukraine', 'text': 'unocha.org'}",https://www.aa.com.tr/en/middle-east/israeli-strike-hits-red-cross-field-hospital-in-khan-younis-causing-injuries-panic-health-ministry/3582608
50528-71553,5/28/2025,28-May-25,North Gaza City,In Jabalia Refugee Camp,Hospital,31.53398978,34.50665359,31.53399,34.50665,Medical,Tank shell,Attack on infrastructure,CONFIRMED,https://x.com/QudsNen/status/1927646898896114024,,,https://x.com/QudsNen/status/1927646898896114024
50530-62911,5/30/2025,30-May-25,North Gaza City,In Deir al Balah,Aid warehouse,31.43612103,34.35727286,31.43612,34.35727,"Medical, Aid",Looting,Aid diversion by gang,CONFIRMED,https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-latin-america-and-caribbean-haiti,"0701-06003, https://x.com/i24NEWS_FR/status/1928370448858791936/photo/1","{'url': '0701-06003'} | {'url': 'https://x.com/i24NEWS_FR/status/1928370448858791936/photo/1', 'text': 'i24NEWS_FR'}",https://www.unocha.org/news/todays-top-news-occupied-palestinian-territory-latin-america-and-caribbean-haiti
50605-13542,6/5/2025,5-Jun-25,Gaza City,In Gaza city and governorate,Hospital,31.5052408,34.458798,31.50524,34.4588,Medical,Drone,Drone attack on civilians,CONFIRMED,https://x.com/QudsNen/status/1930529030039585142,"https://english.wafa.ps/Pages/Details/158105, https://x.com/gazanotice/status/1930557329482604799","{'url': 'https://english.wafa.ps/Pages/Details/158105', 'text': 'english.wafa.ps'} | {'url': 'https://x.com/gazanotice/status/1930557329482604799', 'text': 'gazanotice'}",https://x.com/QudsNen/status/1930529030039585142
50610-00121,6/10/2025,10-Jun-25,Khan Younis,European Hospital,,31.302253,34.319942,31.30225,34.31994,Medical,Military Presence,Military presence,CONFIRMED,https://x.com/trackingisrael/status/1932471245964247472,,,https://x.com/trackingisrael/status/1932471245964247472
50617-69600,6/17/2025,17-Jun-25,Gaza City,Al-Ahli Baptist Hospital,,31.5051,34.4611,31.5051,34.4611,Medical,Attack on civilians,Attack on civilians (unknown force),CONFIRMED,https://x.com/MosabAbuToha/status/1935001614063915272,,,https://x.com/MosabAbuToha/status/1935001614063915272
50619-23366,6/19/2025,19-Jun-25,Gaza City,Tel al-Hawa,,31.5042,34.4286,31.5042,34.4286,"Infrastructure, Medical",Attack on civilians,Attack on civilians (unknown force),CONFIRMED,https://x.com/gazanotice/status/1935654594085785866,,,https://x.com/gazanotice/status/1935654594085785866
50630-13139,6/30/2025,30-Jun-25,Deir al-Balah,Al-mawasi,Hospital,31.4203,34.3592,31.4203,34.3592,Medical,Attack on civilians | Airstrike,Attack on infrastructure | Airstrike on civilians,CONFIRMED,https://x.com/EyeonPalestine/status/1939608842381271442,"https://x.com/SuppressedNws/status/1937489942042566835, https://x.com/NemoAnno/status/1940176910191141376","{'url': 'https://x.com/SuppressedNws/status/1937489942042566835', 'text': 'SuppressedNws'} | {'url': 'https://x.com/NemoAnno/status/1940176910191141376', 'text': 'NemoAnno'}",https://x.com/EyeonPalestine/status/1939608842381271442
50702-60220,7/2/2025,2-Jul-25,Gaza City,Al-Rashid Coastal Road,,31.5131,34.4252,31.5131,34.4252,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://x.com/GENGIS9999/status/1940426960901136567,,,https://x.com/GENGIS9999/status/1940426960901136567
50706-24915,7/6/2025,6-Jul-25,Gaza City,Rimal,health clinic,31.519279,34.450523,31.51928,34.45052,Medical,Attack on civilians,Aftermath of attack on civilian,CONFIRMED,https://x.com/Sa7atPlBreaking/status/1941967381066138057,"https://x.com/qudsn/status/1941975946661073082, https://x.com/RedactedRosalia/status/1941993363625934930","{'url': 'https://x.com/qudsn/status/1941975946661073082', 'text': 'qudsn'} | {'url': 'https://x.com/RedactedRosalia/status/1941993363625934930', 'text': 'RedactedRosalia'}",https://x.com/Sa7atPlBreaking/status/1941967381066138057
,7/7/2025,7-Jul-25,Gaza City,Al-Shifa Hospital,,31.5236,34.4423,31.5236,34.4423,Medical,Airstrike,Airstrike on civilians,CONFIRMED,https://t.me/hamza20300/359048,,,https://t.me/hamza20300/359048
50722-15741,7/22/2025,22-Jul-25,Gaza City,Al-Mukhabarat Street,Residential,31.544648,34.46022,31.54465,34.46022,Medical,Attack on civilians | Destruction infrastructure,Aftermath of attack on civilian,CONFIRMED,https://x.com/AnasAlSharif0/status/1947727533429911921,"https://www.instagram.com/p/DMa137zICkX/, https://www.instagram.com/p/DMaydefNORi/, https://x.com/qudsn/status/1947703673296916722, https://x.com/NemoAnno/status/1947994898810167623","{'url': 'https://www.instagram.com/p/DMa137zICkX/', 'text': 'instagram.com'} | {'url': 'https://www.instagram.com/p/DMaydefNORi/', 'text': 'instagram.com'} | {'url': 'https://x.com/qudsn/status/1947703673296916722', 'text': 'qudsn'} | {'url': 'https://x.com/NemoAnno/status/1947994898810167623', 'text': 'NemoAnno'}",https://x.com/AnasAlSharif0/status/1947727533429911921
50803-50474,8/3/2025,3-Aug-25,Khan Younis,Khan Younis,Hospital,31.352001,34.29762,31.352,34.29762,Medical,,Attack on infrastructure,CONFIRMED,https://x.com/PalestineRCS/status/1951912457997312073,"https://x.com/gazanotice/status/1951935848389222793, https://x.com/PalestineRCS/status/1951785498650816740","{'url': 'https://x.com/gazanotice/status/1951935848389222793', 'text': 'gazanotice'} | {'url': 'https://x.com/PalestineRCS/status/1951785498650816740', 'text': 'PalestineRCS'}",https://x.com/PalestineRCS/status/1951912457997312073
50805-58950,8/5/2025,5-Aug-25,Gaza City,Sheikh Radwan,health clinic,31.5389,34.4629,31.5389,34.4629,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://t.me/englishabuali/56489,https://x.com/idfonline/status/1953064856426332323,"{'url': 'https://x.com/idfonline/status/1953064856426332323', 'text': 'idfonline'}",https://t.me/englishabuali/56489
50815-98938,8/15/2025,15-Aug-25,Deir al-Balah,Al-Aqsa Martyrs Hospital,Hospital,31.420904,34.359098,31.4209,34.3591,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://x.com/DropSiteNews/status/1956371914282156102,https://t.me/hamza20300/367140,"{'url': 'https://t.me/hamza20300/367140', 'text': 'hamza20300'}",https://x.com/DropSiteNews/status/1956371914282156102
50825-85860,8/25/2025,25-Aug-25,Khan Younis,Nasser Hospital,Hospital,31.3472,34.293,31.3472,34.293,Medical,Airstrike,Airstrike on civilians,CONFIRMED,https://t.me/madinat_khanyuns/18330,"https://t.me/madinat_khanyuns/18332, https://x.com/RamAbdu/status/1959881468374556719, https://t.me/madinat_khanyuns/18313, https://t.me/madinat_khanyuns/18325","{'url': 'https://t.me/madinat_khanyuns/18332', 'text': 'madinat_khanyuns'} | {'url': 'https://x.com/RamAbdu/status/1959881468374556719', 'text': 'RamAbdu'} | {'url': 'https://t.me/madinat_khanyuns/18313', 'text': 'madinat_khanyuns'} | {'url': 'https://t.me/madinat_khanyuns/18325', 'text': 'madinat_khanyuns'}",https://t.me/madinat_khanyuns/18330
50907-97152,9/7/2025,7-Sep-25,Gaza City,Daraj,Hospital,31.5138,34.453,31.5138,34.453,Medical,Attack on civilians,Aftermath of attack on civilian,CONFIRMED,https://www.instagram.com/p/DOS_QuKjZAU/,"https://www.instagram.com/p/DOS9UH_Df8d/, https://www.instagram.com/p/DOTLziSgksU/, https://www.instagram.com/p/DOS9UH_Df8d/, https://x.com/NemoAnno/status/1964824830748082223","{'url': 'https://www.instagram.com/p/DOS9UH_Df8d/', 'text': 'instagram.com'} | {'url': 'https://www.instagram.com/p/DOTLziSgksU/', 'text': 'instagram.com'} | {'url': 'https://www.instagram.com/p/DOS9UH_Df8d/', 'text': 'instagram.com'} | {'url': 'https://x.com/NemoAnno/status/1964824830748082223', 'text': 'NemoAnno'}",https://www.instagram.com/p/DOS_QuKjZAU/
,9/7/2025,7-Sep-25,Gaza City,,Health clinic,31.5151,34.4593,31.5151,34.4593,Medical,Destruction infrastructure,Attack on infrastructure,CONFIRMED,https://www.facebook.com/AlpcGaza/posts/pfbid02G8GJja8Eisv896eUytvSRzSa6zM69dk7R5zQBtWudxBU24QEgEsbNGTVczyNzdAzl,,,https://www.facebook.com/AlpcGaza/posts/pfbid02G8GJja8Eisv896eUytvSRzSa6zM69dk7R5zQBtWudxBU24QEgEsbNGTVczyNzdAzl
50917-67209,9/17/2025,17-Sep-25,Gaza City,Al-Nasr,Hospital,31.5331,34.4605,31.5331,34.4605,Medical,Airstrike,Attack on infrastructure,CONFIRMED,https://x.com/palinfoen/status/1968246050172399709,,,https://x.com/palinfoen/status/1968246050172399709
50922-78452,9/22/2025,22-Sep-25,Gaza City,Daraj,health clinic,31.5095,34.4572,31.5095,34.4572,"Infrastructure, Medical",Airstrike,Attack on infrastructure | Airstrike on civilians,CONFIRMED,https://t.me/hamza20300/377638,,,https://t.me/hamza20300/377638
50922-31332,9/22/2025,22-Sep-25,Gaza City,Daraj,Residential,31.5099,34.4565,31.5099,34.4565,"Infrastructure, Medical",Airstrike,Aftermath of attack on civilian | Attack on infrastructure,CONFIRMED,https://www.instagram.com/aziz_khalil00/reel/DO5s5GXCIBN/,,,https://www.instagram.com/aziz_khalil00/reel/DO5s5GXCIBN/
50929-50767,9/29/2025,29-Sep-25,Gaza City,,Hospital,31.5251,34.4475,31.5251,34.4475,Medical,Destruction infrastructure,Attack on infrastructure,CONFIRMED,https://x.com/megaphonenewsen/status/1972608659264868390,,,https://x.com/megaphonenewsen/status/1972608659264868390
51001-21774,10/1/2025,1-Oct-25,Deir al-Balah,,Hospital,31.4204,34.3594,31.4204,34.3594,Medical,Attack on civilians,Drone attack on civilians,CONFIRMED,https://x.com/AlGhadTV/status/1973442788860764173,,,https://x.com/AlGhadTV/status/1973442788860764173
,10/28/2025,28-Oct-25,Gaza City,,,31.5251,34.443,31.5251,34.443,Medical,,Attack on infrastructure,CONFIRMED,,,,
